Part Number,ABC Class,Sales Date,Sales Quantity,Unit Cost,Unit Price,Marketing Spent,Discount Flag
Part_14535348,B,20141031,2128,1.01,3,92,0
Part_14535348,B,20141130,1941,0.91,3.18,171,0
Part_14535348,B,20141231,1847,1.01,2.97,162,0
Part_14535348,B,20150131,2132,1.01,3.03,183,0
Part_14535348,B,20150228,1779,1.01,2.38,59,1
Part_14535348,B,20150331,1860,0.91,2.42,65,1
Part_14535348,B,20150430,1940,1.01,2.97,162,0
Part_12282803,A,20120131,573,7.83,21.3,402,0
Part_12282803,A,20120229,563,7.83,18.43,170,1
Part_12282803,A,20120331,693,7.83,21.3,245,0
Part_12282803,A,20120430,688,7.83,21.3,483,0
Part_12282803,A,20120531,709,7.83,21.3,504,0
Part_12282803,A,20120630,717,7.83,18.11,435,1
Part_12282803,A,20120731,704,7.83,17.04,198,1
Part_12282803,A,20120831,609,7.83,17.04,171,1
Part_12282803,A,20120930,563,7.83,21.98,203,0
Part_12282803,A,20121031,709,7.83,21.3,249,0
Part_12282803,A,20121130,693,7.83,21.3,480,0
Part_12282803,A,20121231,470,7.83,17.04,264,1
Part_12282803,A,20130131,589,7.83,17.04,336,1
Part_12282803,A,20130228,472,7.05,17.04,131,1
Part_12282803,A,20130331,580,7.83,21.3,203,0
Part_12282803,A,20130430,646,7.05,22.43,471,0
Part_12282803,A,20130531,599,7.83,21.6,423,0
Part_12282803,A,20130630,529,7.83,21.3,378,0
Part_12282803,A,20130731,762,7.83,17.04,219,1
Part_12282803,A,20130831,548,7.83,17.04,156,1
Part_12282803,A,20130930,560,7.83,21.3,195,0
Part_12282803,A,20131031,605,7.83,21.3,216,0
Part_12282803,A,20131130,521,7.83,21.8,375,0
Part_12282803,A,20131231,424,7.83,21.3,300,0
Part_12282803,A,20140131,587,7.83,21.3,417,0
Part_12282803,A,20140228,465,7.83,17.04,132,1
Part_12282803,A,20140331,555,7.83,21.3,195,0
Part_12282803,A,20140430,587,7.83,21.3,420,0
Part_12282803,A,20140531,601,7.83,21.75,438,0
Part_12282803,A,20140630,472,7.83,17.65,279,1
Part_12282803,A,20140731,583,7.83,17.72,167,1
Part_12282803,A,20140831,537,7.83,17.04,153,1
Part_12282803,A,20140930,494,7.83,21.8,180,0
Part_12282803,A,20141031,610,7.83,21.3,218,0
Part_12282803,A,20141130,470,7.83,21.3,336,0
Part_12282803,A,20141231,418,7.83,21.3,288,0
Part_12282803,A,20150131,528,7.83,23.02,402,0
Part_12282803,A,20150228,514,7.83,17.8,150,1
Part_12282803,A,20150331,460,7.83,21.3,158,0
Part_12282803,A,20150430,520,7.83,22.66,387,0
Part_12232323,B,20120131,383,9.18,22.45,198,0
Part_12232323,B,20120229,282,8.26,17.78,62,1
Part_12232323,B,20120331,233,9.18,22.72,62,0
Part_12232323,B,20120430,371,8.26,23.85,219,0
Part_12232323,B,20120531,211,9.18,22.22,114,0
Part_12232323,B,20120630,300,8.26,23.45,165,0
Part_12232323,B,20120731,303,9.18,17.78,63,1
Part_12232323,B,20120831,380,9.18,17.78,81,1
Part_12232323,B,20120930,323,9.18,22.22,86,0
Part_12232323,B,20121031,324,8.26,22.22,86,0
Part_12232323,B,20121130,307,9.18,22.22,156,0
Part_12232323,B,20121231,298,9.18,22.22,153,0
Part_12232323,B,20130131,420,9.18,23.93,234,0
Part_12232323,B,20130228,205,8.26,17.78,45,1
Part_12232323,B,20130331,315,9.18,22.22,84,0
Part_12232323,B,20130430,334,9.18,23.94,189,0
Part_12232323,B,20130531,405,9.18,22.22,213,0
Part_12232323,B,20130630,320,9.18,22.22,168,0
Part_12232323,B,20130731,398,8.26,18.54,92,1
Part_12232323,B,20130831,275,9.18,19.19,60,1
Part_12232323,B,20130930,390,8.26,22.22,104,0
Part_12232323,B,20131031,261,9.18,22.97,71,0
Part_12232323,B,20131130,256,8.26,22.22,138,0
Part_12232323,B,20131231,366,9.18,22.22,198,0
Part_12232323,B,20140131,292,9.18,22.22,162,0
Part_12232323,B,20140228,279,9.18,17.78,60,1
Part_12232323,B,20140331,332,9.18,22.22,87,0
Part_12232323,B,20140430,245,9.18,22.55,135,0
Part_12232323,B,20140531,281,9.18,22.22,153,0
Part_12232323,B,20140630,358,8.26,22.22,192,0
Part_12232323,B,20140731,366,8.26,17.78,77,1
Part_12232323,B,20140831,343,9.18,17.78,72,1
Part_12232323,B,20140930,364,9.18,23.75,107,0
Part_12232323,B,20141031,336,9.18,23.49,96,0
Part_12232323,B,20141130,265,9.18,22.22,135,0
Part_12232323,B,20141231,405,9.18,22.22,216,0
Part_12232323,B,20150131,327,9.18,22.22,171,0
Part_12232323,B,20150228,291,9.18,18.43,66,1
Part_12232323,B,20150331,342,9.18,17.78,74,1
Part_12232323,B,20150430,272,8.26,22.22,147,0
Part_12161698,A,20120131,934,2.9,8.65,300,0
Part_12161698,A,20120229,799,2.61,6.92,107,1
Part_12161698,A,20120331,950,2.61,8.65,156,0
Part_12161698,A,20120430,883,2.9,6.92,225,1
Part_12161698,A,20120531,1001,2.9,8.65,324,0
Part_12161698,A,20120630,884,2.9,8.65,288,0
Part_12161698,A,20120731,1047,2.9,6.92,137,1
Part_12161698,A,20120831,1213,2.9,7.2,164,1
Part_12161698,A,20120930,941,2.9,8.65,156,0
Part_12161698,A,20121031,648,2.9,8.65,107,0
Part_12161698,A,20121130,1380,2.9,8.65,444,0
Part_12161698,A,20121231,760,2.9,8.65,243,0
Part_12161698,A,20130131,1042,2.9,8.86,345,0
Part_12161698,A,20130228,750,2.9,7.41,107,1
Part_12161698,A,20130331,832,2.9,9.1,141,0
Part_12161698,A,20130430,909,2.9,8.65,291,0
Part_12161698,A,20130531,1031,2.9,8.65,342,0
Part_12161698,A,20130630,1030,2.9,8.65,336,0
Part_12161698,A,20130731,1089,2.9,7.58,155,1
Part_12161698,A,20130831,1198,2.9,7.35,164,1
Part_12161698,A,20130930,1085,2.61,8.65,176,0
Part_12161698,A,20131031,1039,2.9,8.65,168,0
Part_12161698,A,20131130,1033,2.61,8.65,333,0
Part_12161698,A,20131231,1067,2.9,8.65,345,0
Part_12161698,A,20140131,1075,2.9,8.65,354,0
Part_12161698,A,20140228,872,2.9,7.11,117,1
Part_12161698,A,20140331,947,2.9,8.65,152,0
Part_12161698,A,20140430,1085,2.9,9.32,384,0
Part_12161698,A,20140531,1047,2.9,8.65,333,0
Part_12161698,A,20140630,1169,2.9,8.65,375,0
Part_12161698,A,20140731,1206,2.9,6.92,159,1
Part_12161698,A,20140831,1109,2.9,6.92,143,1
Part_12161698,A,20140930,1220,2.9,8.65,197,0
Part_12161698,A,20141031,1228,2.9,8.65,203,0
Part_12161698,A,20141130,1072,2.61,8.65,345,0
Part_12161698,A,20141231,1196,2.9,9.45,432,0
Part_12161698,A,20150131,1120,2.61,8.65,357,0
Part_12161698,A,20150228,924,2.9,7.61,129,1
Part_12161698,A,20150331,1097,2.9,8.65,180,0
Part_12161698,A,20150430,1117,2.9,8.66,363,0
Part_14535317,B,20120131,1261,1.52,3.27,120,0
Part_14535317,B,20120229,1108,1.52,2.62,39,1
Part_14535317,B,20120331,1057,1.52,3.27,50,0
Part_14535317,B,20120430,1289,1.52,3.27,123,0
Part_14535317,B,20120531,1104,1.52,3.46,108,0
Part_14535317,B,20120630,1173,1.52,3.27,114,0
Part_14535317,B,20120731,1453,1.52,2.75,57,1
Part_14535317,B,20120831,1191,1.52,2.68,44,1
Part_14535317,B,20120930,1252,1.52,3.27,57,0
Part_14535317,B,20121031,1307,1.37,3.46,63,0
Part_14535317,B,20121130,1357,1.52,2.62,99,1
Part_14535317,B,20121231,1245,1.52,3.27,114,0
Part_14535317,B,20130131,1407,1.52,3.27,132,0
Part_14535317,B,20130228,1218,1.52,2.62,45,1
Part_14535317,B,20130331,1298,1.52,3.27,59,0
Part_14535317,B,20130430,1428,1.52,3.27,135,0
Part_14535317,B,20130531,1482,1.52,3.27,132,0
Part_14535317,B,20130630,1256,1.52,3.27,117,0
Part_14535317,B,20130731,1549,1.52,2.84,63,1
Part_14535317,B,20130831,1230,1.52,2.62,47,1
Part_14535317,B,20130930,1459,1.52,3.33,68,0
Part_14535317,B,20131031,1584,1.52,3.27,72,0
Part_14535317,B,20131130,1376,1.52,3.27,129,0
Part_14535317,B,20131231,1456,1.52,3.27,132,0
Part_14535317,B,20140131,1506,1.52,2.62,108,1
Part_14535317,B,20140228,1419,1.37,2.62,51,1
Part_14535317,B,20140331,1483,1.52,2.62,57,1
Part_14535317,B,20140430,1417,1.52,3.58,144,0
Part_14535317,B,20140531,1374,1.52,3.27,132,0
Part_14535317,B,20140630,1721,1.52,3.34,168,0
Part_14535317,B,20140731,1684,1.52,2.62,65,1
Part_14535317,B,20140831,1439,1.37,2.62,53,1
Part_14535317,B,20140930,1501,1.52,3.27,72,0
Part_14535317,B,20141031,1648,1.52,3.28,80,0
Part_14535317,B,20141130,1370,1.52,3.33,129,0
Part_14535317,B,20141231,1736,1.52,3.27,159,0
Part_14535317,B,20150131,1617,1.52,3.27,156,0
Part_14535317,B,20150228,1419,1.52,2.62,54,1
Part_14535317,B,20150331,1837,1.52,3.54,90,0
Part_14535317,B,20150430,1610,1.52,3.58,165,0
Part_14535318,C,20120131,200,2.1,7.14,54,0
Part_14535318,C,20120229,183,2.1,5.71,18,1
Part_14535318,C,20120331,231,2.1,7.14,32,0
Part_14535318,C,20120430,171,1.89,7.62,48,0
Part_14535318,C,20120531,222,2.1,7.14,60,0
Part_14535318,C,20120630,188,2.1,7.14,48,0
Part_14535318,C,20120731,186,2.1,5.71,20,1
Part_14535318,C,20120831,201,1.89,5.71,21,1
Part_14535318,C,20120930,189,2.1,7.19,26,0
Part_14535318,C,20121031,202,2.1,7.75,30,0
Part_14535318,C,20121130,203,2.1,7.14,54,0
Part_14535318,C,20121231,223,2.1,5.71,48,1
Part_14535318,C,20130131,247,2.1,7.66,72,0
Part_14535318,C,20130228,190,1.89,5.71,20,1
Part_14535318,C,20130331,206,2.1,7.14,26,0
Part_14535318,C,20130430,260,1.89,7.14,66,0
Part_14535318,C,20130531,221,2.1,5.76,45,1
Part_14535318,C,20130630,183,2.1,7.35,48,0
Part_14535318,C,20130731,292,2.1,5.71,30,1
Part_14535318,C,20130831,189,2.1,6.07,23,1
Part_14535318,C,20130930,226,1.89,7.14,29,0
Part_14535318,C,20131031,178,1.89,7.14,23,0
Part_14535318,C,20131130,242,2.1,7.14,63,0
Part_14535318,C,20131231,215,1.89,7.14,60,0
Part_14535318,C,20140131,234,2.1,7.14,66,0
Part_14535318,C,20140228,175,2.1,5.71,18,1
Part_14535318,C,20140331,217,2.1,7.7,32,0
Part_14535318,C,20140430,196,2.1,7.29,54,0
Part_14535318,C,20140531,160,2.1,7.82,45,0
Part_14535318,C,20140630,290,1.89,7.14,75,0
Part_14535318,C,20140731,202,2.1,5.71,21,1
Part_14535318,C,20140831,208,1.89,5.71,23,1
Part_14535318,C,20140930,213,1.89,7.4,30,0
Part_14535318,C,20141031,220,2.1,7.14,29,0
Part_14535318,C,20141130,226,2.1,7.14,60,0
Part_14535318,C,20141231,177,1.89,7.65,51,0
Part_14535318,C,20150131,212,2.1,7.14,57,0
Part_14535318,C,20150228,162,2.1,5.71,18,1
Part_14535318,C,20150331,227,2.1,7.14,30,0
Part_14535318,C,20150430,180,2.1,5.71,39,1
Part_11606070,C,20120131,159.92,1.75,8.14,63,0
Part_11606070,C,20120229,158.25,1.75,6.52,24,1
Part_11606070,C,20120331,156.42,1.58,8.14,30,0
Part_11606070,C,20120430,147.66,1.75,8.14,60,0
Part_11606070,C,20120531,192.41,1.75,8.87,84,0
Part_11606070,C,20120630,112.33,1.75,8.14,45,0
Part_11606070,C,20120731,185.25,1.75,6.51,29,1
Part_11606070,C,20120831,178.5,1.75,6.51,30,1
Part_11606070,C,20120930,142.96,1.75,8.14,29,0
Part_11606070,C,20121031,139.62,1.75,8.28,27,0
Part_11606070,C,20121130,162.91,1.58,8.14,63,0
Part_11606070,C,20121231,155.5,1.75,8.14,60,0
Part_11606070,C,20130131,173.5,1.75,8.14,69,0
Part_11606070,C,20130228,138.25,1.75,6.51,21,1
Part_11606070,C,20130331,155.58,1.75,8.71,35,0
Part_11606070,C,20130430,164.58,1.75,8.21,69,0
Part_11606070,C,20130531,145.58,1.75,8.14,57,0
Part_11606070,C,20130630,158.66,1.75,8.88,69,0
Part_11606070,C,20130731,150.17,1.75,6.51,24,1
Part_11606070,C,20130831,163.49,1.75,6.51,26,1
Part_11606070,C,20130930,178.84,1.75,6.51,29,1
Part_11606070,C,20131031,137.91,1.75,8.14,27,0
Part_11606070,C,20131130,148.42,1.75,7.08,54,1
Part_11606070,C,20131231,122.16,1.75,8.14,48,0
Part_11606070,C,20140131,142.75,1.75,8.14,57,0
Part_11606070,C,20140228,147.33,1.75,6.51,23,1
Part_11606070,C,20140331,164.66,1.75,8.14,35,0
Part_11606070,C,20140430,131.91,1.75,8.56,54,0
Part_11606070,C,20140531,154.67,1.75,8.14,63,0
Part_11606070,C,20140630,156.74,1.75,6.51,51,1
Part_11606070,C,20140731,150,1.58,6.51,23,1
Part_11606070,C,20140831,171.58,1.75,6.51,29,1
Part_11606070,C,20140930,156,1.75,8.7,33,0
Part_11606070,C,20141031,150.25,1.58,6.51,23,1
Part_11606070,C,20141130,151.41,1.58,8.14,63,0
Part_11606070,C,20141231,131.42,1.75,8.14,51,0
Part_11606070,C,20150131,130.67,1.58,6.51,39,1
Part_11606070,C,20150228,151.49,1.75,6.51,24,1
Part_11606070,C,20150331,156.41,1.75,8.14,32,0
Part_11606070,C,20150430,150.33,1.75,8.22,60,0
Part_11828297,C,20120131,642.96,1.23,4.35,96,0
Part_11828297,C,20120229,803,1.23,3.48,47,1
Part_11828297,C,20120331,760,1.23,4.35,53,0
Part_11828297,C,20120430,689,1.11,3.48,81,1
Part_11828297,C,20120531,970,1.23,4.35,138,0
Part_11828297,C,20120630,944,1.23,4.35,135,0
Part_11828297,C,20120731,965,1.23,3.48,56,1
Part_11828297,C,20120831,568,1.23,3.48,32,1
Part_11828297,C,20120930,340,1.23,4.68,27,0
Part_11828297,C,20121031,517,1.23,4.35,36,0
Part_11828297,C,20121130,455,1.11,4.68,66,0
Part_11828297,C,20121231,530,1.23,4.71,78,0
Part_11828297,C,20130131,669,1.23,4.39,93,0
Part_11828297,C,20130228,526,1.23,3.48,30,1
Part_11828297,C,20130331,637,1.23,4.35,45,0
Part_11828297,C,20130430,711,1.23,4.45,102,0
Part_11828297,C,20130531,830,1.23,4.35,120,0
Part_11828297,C,20130630,869,1.11,4.35,120,0
Part_11828297,C,20130731,863,1.23,3.48,48,1
Part_11828297,C,20130831,569,1.23,3.51,35,1
Part_11828297,C,20130930,458,1.23,3.48,26,1
Part_11828297,C,20131031,562,1.23,4.39,41,0
Part_11828297,C,20131130,436,1.23,4.35,60,0
Part_11828297,C,20131231,545,1.23,4.35,81,0
Part_11828297,C,20140131,649,1.23,4.78,102,0
Part_11828297,C,20140228,557,1.11,3.81,33,1
Part_11828297,C,20140331,700,1.23,4.35,50,0
Part_11828297,C,20140430,803,1.23,3.48,96,1
Part_11828297,C,20140531,857,1.23,4.44,126,0
Part_11828297,C,20140630,1020,1.23,4.35,141,0
Part_11828297,C,20140731,1034,1.23,3.71,63,1
Part_11828297,C,20140831,624,1.23,3.77,39,1
Part_11828297,C,20140930,560,1.11,3.5,33,1
Part_11828297,C,20141031,585,1.23,4.35,42,0
Part_11828297,C,20141130,440,1.23,4.55,63,0
Part_11828297,C,20141231,649,1.11,4.35,90,0
Part_11828297,C,20150131,701,1.23,4.35,102,0
Part_11828297,C,20150228,712,1.11,3.48,39,1
Part_11828297,C,20150331,845,1.23,4.35,62,0
Part_11828297,C,20150430,934,1.23,4.35,132,0
Part_11828299,C,20120131,814,1.49,4.54,135,0
Part_11828299,C,20120229,756,1.49,3.37,47,1
Part_11828299,C,20120331,721,1.49,4.21,53,0
Part_11828299,C,20120430,674,1.49,4.21,105,0
Part_11828299,C,20120531,779,1.49,4.57,132,0
Part_11828299,C,20120630,1051,1.49,4.21,156,0
Part_11828299,C,20120731,810,1.49,3.53,51,1
Part_11828299,C,20120831,928,1.49,3.53,60,1
Part_11828299,C,20120930,577,1.34,4.31,45,0
Part_11828299,C,20121031,759,1.49,4.21,59,0
Part_11828299,C,20121130,628,1.49,4.21,93,0
Part_11828299,C,20121231,604,1.49,4.21,93,0
Part_11828299,C,20130131,880,1.49,4.21,138,0
Part_11828299,C,20130228,586,1.49,3.37,36,1
Part_11828299,C,20130331,684,1.49,4.21,53,0
Part_11828299,C,20130430,648,1.34,4.32,102,0
Part_11828299,C,20130531,785,1.49,4.21,123,0
Part_11828299,C,20130630,729,1.34,4.21,111,0
Part_11828299,C,20130731,892,1.49,3.37,56,1
Part_11828299,C,20130831,726,1.49,3.56,45,1
Part_11828299,C,20130930,576,1.49,4.21,44,0
Part_11828299,C,20131031,698,1.34,3.37,41,1
Part_11828299,C,20131130,667,1.49,4.21,102,0
Part_11828299,C,20131231,623,1.49,4.21,93,0
Part_11828299,C,20140131,774,1.49,4.36,120,0
Part_11828299,C,20140228,664,1.49,3.46,42,1
Part_11828299,C,20140331,718,1.34,4.21,56,0
Part_11828299,C,20140430,727,1.49,4.21,114,0
Part_11828299,C,20140531,714,1.49,4.21,105,0
Part_11828299,C,20140630,907,1.49,4.21,135,0
Part_11828299,C,20140731,876,1.49,3.37,53,1
Part_11828299,C,20140831,804,1.49,3.37,48,1
Part_11828299,C,20140930,788,1.49,4.21,62,0
Part_11828299,C,20141031,706,1.34,4.21,54,0
Part_11828299,C,20141130,638,1.49,4.21,96,0
Part_11828299,C,20141231,749,1.49,4.21,117,0
Part_11828299,C,20150131,896,1.49,4.25,135,0
Part_11828299,C,20150228,699,1.49,3.46,42,1
Part_11828299,C,20150331,818,1.49,4.21,60,0
Part_11828299,C,20150430,787,1.49,4.38,123,0
Part_12040415,B,20120131,1498,2.32,4.63,249,1
Part_12040415,B,20120229,1180,2.32,4.88,104,1
Part_12040415,B,20120331,1708,2.32,5.77,177,0
Part_12040415,B,20120430,1103,2.32,5.77,228,0
Part_12040415,B,20120531,1453,2.32,5.77,306,0
Part_12040415,B,20120630,1717,2.09,4.76,297,1
Part_12040415,B,20120731,1966,2.32,4.95,173,1
Part_12040415,B,20120831,1479,2.32,4.62,120,1
Part_12040415,B,20120930,932,2.32,5.77,95,0
Part_12040415,B,20121031,1330,2.09,5.77,141,0
Part_12040415,B,20121130,1688,2.09,5.77,351,0
Part_12040415,B,20121231,1317,2.32,5.77,276,0
Part_12040415,B,20130131,1125,2.32,5.77,237,0
Part_12040415,B,20130228,1123,2.32,4.62,93,1
Part_12040415,B,20130331,1230,2.32,5.77,129,0
Part_12040415,B,20130430,1076,2.09,5.77,225,0
Part_12040415,B,20130531,1448,2.09,5.77,306,0
Part_12040415,B,20130630,1008,2.32,4.62,168,1
Part_12040415,B,20130731,1621,2.32,4.62,137,1
Part_12040415,B,20130831,1339,2.32,4.62,114,1
Part_12040415,B,20130930,1378,2.32,5.77,144,0
Part_12040415,B,20131031,1657,2.32,5.77,173,0
Part_12040415,B,20131130,973,2.32,6.2,216,0
Part_12040415,B,20131231,1422,2.32,5.77,300,0
Part_12040415,B,20140131,1026,2.32,5.77,219,0
Part_12040415,B,20140228,1143,2.32,4.62,95,1
Part_12040415,B,20140331,1187,2.32,5.77,125,0
Part_12040415,B,20140430,1141,2.32,5.77,240,0
Part_12040415,B,20140531,1282,2.32,5.77,264,0
Part_12040415,B,20140630,1523,2.32,5.77,318,0
Part_12040415,B,20140731,1659,2.32,4.62,137,1
Part_12040415,B,20140831,1147,2.32,4.62,95,1
Part_12040415,B,20140930,1618,2.32,6.14,176,0
Part_12040415,B,20141031,1184,2.09,5.77,123,0
Part_12040415,B,20141130,1219,2.32,5.77,252,0
Part_12040415,B,20141231,1581,2.32,5.93,345,0
Part_12040415,B,20150131,1036,2.32,6.25,240,0
Part_12040415,B,20150228,1139,2.09,4.62,93,1
Part_12040415,B,20150331,1218,2.32,4.7,102,1
Part_12040415,B,20150430,1460,2.32,4.62,246,1
Part_12000088,B,20120131,1984,1.4,3.18,219,0
Part_12000088,B,20120229,2153,1.4,2.38,90,1
Part_12000088,B,20120331,2422,1.4,3,125,0
Part_12000088,B,20120430,1866,1.4,3.21,210,0
Part_12000088,B,20120531,2219,1.4,2.98,222,0
Part_12000088,B,20120630,2411,1.4,3.26,270,0
Part_12000088,B,20120731,1988,1.4,2.38,83,1
Part_12000088,B,20120831,2386,1.4,2.38,99,1
Part_12000088,B,20120930,1577,1.26,2.98,80,0
Part_12000088,B,20121031,2219,1.4,2.98,114,0
Part_12000088,B,20121130,2080,1.4,2.98,213,0
Part_12000088,B,20121231,1738,1.4,2.98,174,0
Part_12000088,B,20130131,2425,1.26,3.24,267,0
Part_12000088,B,20130228,1758,1.4,2.38,71,1
Part_12000088,B,20130331,2052,1.4,2.98,107,0
Part_12000088,B,20130430,1701,1.4,2.98,177,0
Part_12000088,B,20130531,2066,1.4,2.38,168,1
Part_12000088,B,20130630,1432,1.4,2.98,141,0
Part_12000088,B,20130731,1708,1.26,2.38,69,1
Part_12000088,B,20130831,1717,1.4,2.38,72,1
Part_12000088,B,20130930,1588,1.26,2.98,80,0
Part_12000088,B,20131031,1682,1.4,2.99,86,0
Part_12000088,B,20131130,1667,1.4,2.98,171,0
Part_12000088,B,20131231,1354,1.26,2.98,141,0
Part_12000088,B,20140131,1691,1.26,2.98,171,0
Part_12000088,B,20140228,1355,1.4,2.38,54,1
Part_12000088,B,20140331,1553,1.26,3.04,83,0
Part_12000088,B,20140430,1525,1.4,3.16,165,0
Part_12000088,B,20140531,1640,1.4,2.98,168,0
Part_12000088,B,20140630,2005,1.4,2.98,207,0
Part_12000088,B,20140731,1505,1.4,2.38,63,1
Part_12000088,B,20140831,1427,1.26,2.38,57,1
Part_12000088,B,20140930,1748,1.4,2.98,92,0
Part_12000088,B,20141031,1672,1.4,2.98,87,0
Part_12000088,B,20141130,1388,1.26,3.25,153,0
Part_12000088,B,20141231,1828,1.4,3.06,189,0
Part_12000088,B,20150131,1352,1.26,2.98,135,0
Part_12000088,B,20150228,1342,1.4,2.52,57,1
Part_12000088,B,20150331,1246,1.4,2.98,65,0
Part_12000088,B,20150430,1688,1.4,2.98,177,0
Part_12232331,A,20120131,93,24.92,117.8,267,0
Part_12232331,A,20120229,84,24.92,93.26,92,1
Part_12232331,A,20120331,80,24.92,110.34,105,0
Part_12232331,A,20120430,97,24.92,110.34,258,0
Part_12232331,A,20120531,102,24.92,110.34,276,0
Part_12232331,A,20120630,95,24.92,88.27,204,1
Part_12232331,A,20120731,120,24.92,94.81,138,1
Part_12232331,A,20120831,98,22.43,88.27,105,1
Part_12232331,A,20120930,98,24.92,110.34,128,0
Part_12232331,A,20121031,104,24.92,91.52,113,1
Part_12232331,A,20121130,103,24.92,110.34,267,0
Part_12232331,A,20121231,89,24.92,115.39,246,0
Part_12232331,A,20130131,99,24.92,110.34,264,0
Part_12232331,A,20130228,112,22.43,88.27,117,1
Part_12232331,A,20130331,81,24.92,114.99,108,0
Part_12232331,A,20130430,89,24.92,116.06,240,0
Part_12232331,A,20130531,89,24.92,110.34,231,0
Part_12232331,A,20130630,90,24.92,110.34,243,0
Part_12232331,A,20130731,85,24.92,88.27,87,1
Part_12232331,A,20130831,94,24.92,88.27,101,1
Part_12232331,A,20130930,101,24.92,118.36,140,0
Part_12232331,A,20131031,94,22.43,112.77,123,0
Part_12232331,A,20131130,97,24.92,91.27,216,1
Part_12232331,A,20131231,88,24.92,120.09,252,0
Part_12232331,A,20140131,85,24.92,110.34,231,0
Part_12232331,A,20140228,100,24.92,88.27,108,1
Part_12232331,A,20140331,102,22.43,112.26,138,0
Part_12232331,A,20140430,96,22.43,110.34,258,0
Part_12232331,A,20140531,105,24.92,110.34,270,0
Part_12232331,A,20140630,94,24.92,88.27,198,1
Part_12232331,A,20140731,129,24.92,88.27,140,1
Part_12232331,A,20140831,104,24.92,88.27,107,1
Part_12232331,A,20140930,102,24.92,110.34,137,0
Part_12232331,A,20141031,114,22.43,110.34,150,0
Part_12232331,A,20141130,103,24.92,117.89,294,0
Part_12232331,A,20141231,117,24.92,110.34,300,0
Part_12232331,A,20150131,108,24.92,88.27,234,1
Part_12232331,A,20150228,100,24.92,88.27,107,1
Part_12232331,A,20150331,118,22.43,110.34,159,0
Part_12232331,A,20150430,74,24.92,110.34,201,0
Part_11606083,A,20120131,1792,2.52,6.2,420,0
Part_11606083,A,20120229,1263,2.52,5.25,123,1
Part_11606083,A,20120331,1401,2.52,6.2,165,0
Part_11606083,A,20120430,1365,2.52,6.2,312,0
Part_11606083,A,20120531,1468,2.52,6.2,336,0
Part_11606083,A,20120630,1367,2.52,6.74,339,0
Part_11606083,A,20120731,1526,2.27,5.19,147,1
Part_11606083,A,20120831,1620,2.52,5.42,162,1
Part_11606083,A,20120930,1168,2.52,6.2,137,0
Part_11606083,A,20121031,2061,2.52,6.2,240,0
Part_11606083,A,20121130,1268,2.52,6.72,315,0
Part_11606083,A,20121231,1334,2.52,6.2,309,0
Part_11606083,A,20130131,1647,2.52,6.2,378,0
Part_11606083,A,20130228,1390,2.52,4.96,126,1
Part_11606083,A,20130331,1639,2.52,6.36,197,0
Part_11606083,A,20130430,1351,2.52,6.2,309,0
Part_11606083,A,20130531,1153,2.52,6.2,270,0
Part_11606083,A,20130630,1201,2.52,4.96,225,1
Part_11606083,A,20130731,1557,2.27,5.14,150,1
Part_11606083,A,20130831,1173,2.52,4.96,108,1
Part_11606083,A,20130930,1540,2.27,4.96,146,1
Part_11606083,A,20131031,1254,2.52,6.2,143,0
Part_11606083,A,20131130,1231,2.52,6.2,291,0
Part_11606083,A,20131231,1218,2.52,6.46,303,0
Part_11606083,A,20140131,1621,2.52,6.57,405,0
Part_11606083,A,20140228,1383,2.52,5.16,132,1
Part_11606083,A,20140331,1935,2.52,6.23,227,0
Part_11606083,A,20140430,1815,2.52,6.62,447,0
Part_11606083,A,20140531,1385,2.52,6.37,327,0
Part_11606083,A,20140630,1945,2.27,4.96,357,1
Part_11606083,A,20140731,1351,2.52,4.96,129,1
Part_11606083,A,20140831,1559,2.52,5.44,161,1
Part_11606083,A,20140930,1568,2.52,6.2,182,0
Part_11606083,A,20141031,1566,2.27,6.29,185,0
Part_11606083,A,20141130,1744,2.52,5.08,339,1
Part_11606083,A,20141231,1849,2.52,6.2,432,0
Part_11606083,A,20150131,1709,2.52,6.6,426,0
Part_11606083,A,20150228,1666,2.52,5.1,159,1
Part_11606083,A,20150331,1966,2.27,4.96,180,1
Part_11606083,A,20150430,1671,2.27,6.2,396,0
Part_11929209,B,20120131,544,3.09,12.34,219,0
Part_11929209,B,20120229,377,3.09,9.87,60,1
Part_11929209,B,20120331,446,3.09,12.74,95,0
Part_11929209,B,20120430,536,3.09,12.34,213,0
Part_11929209,B,20120531,568,3.09,12.34,231,0
Part_11929209,B,20120630,411,2.78,12.34,168,0
Part_11929209,B,20120731,545,3.09,9.87,89,1
Part_11929209,B,20120831,482,3.09,9.87,80,1
Part_11929209,B,20120930,379,3.09,12.34,80,0
Part_11929209,B,20121031,668,2.78,12.34,137,0
Part_11929209,B,20121130,424,2.78,13.4,192,0
Part_11929209,B,20121231,361,3.09,12.34,147,0
Part_11929209,B,20130131,752,3.09,12.34,309,0
Part_11929209,B,20130228,378,3.09,9.87,62,1
Part_11929209,B,20130331,363,3.09,12.34,72,0
Part_11929209,B,20130430,453,3.09,13.48,207,0
Part_11929209,B,20130531,339,2.78,12.34,138,0
Part_11929209,B,20130630,451,3.09,12.88,192,0
Part_11929209,B,20130731,424,3.09,9.87,69,1
